,company,description,est_salary,exp_lvl,link,location,post_time,real_salary_lower,real_salary_upper,title
5756,Impax Laboratories,"Strong knowledge of laboratory software for data acquisition:. A Scientist I will be responsible for executing, writing or reviewing protocols and reports,...",60000.0,mid_level,http://www.indeed.com/rc/clk?jk=e4518e2f93ab465b&fccid=812c08b8029a5e24,"Hayward, CA",8 days ago,,,"Scientist I, Analytical"
5757,"Eastern Research Group, Inc.","Knowledge of data management and the software development life cycle a plus. ERG is seeking a bright, highly motivated scientist or engineer with strong...",60000.0,mid_level,http://www.indeed.com/rc/clk?jk=fb160798c2105bdd&fccid=ab1f1bcb9678461f,"Chantilly, VA 20151",13 days ago,,,Entry-Level Environmental/IT Analyst
5758,CDK Global,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....",60000.0,mid_level,http://www.indeed.com/rc/clk?jk=adb2a3d42163a28d&fccid=cf4c744760f4998e,"Seattle, WA",10 days ago,,,Client Engagement Specialist
5759,USA16 - US - Q2Solutions, Provide guidance and direction to lower-level LCMS Biologics Scientists.  Prepare and presents project data and supporting information....,60000.0,mid_level,http://www.indeed.com/rc/clk?jk=be62b4c8bc933085&fccid=50c7e47955ed752c,"Ithaca, NY",10 days ago,,,Scientist 2
5760,Howard Hughes Medical Institute,"Together they collate and present expanded information derived from these data sets, with the capability to interrogate the data in totality....",60000.0,mid_level,http://www.indeed.com/rc/clk?jk=7af0c794a2edf16f&fccid=5c4cd9e85a550f93,"Ashburn, VA 20147",13 days ago,,,Engineering Management Systems Specialist
5761,Global Solutions Network,Maintain rosters of scientists; Gather and analyze investigator data; Maintain rosters of scientists invited to participate in SVs;...,60000.0,mid_level,http://www.indeed.com/cmp/Global-Solutions-Network/jobs/Scientific-Program-Analyst-93686ae390f4ef80?r=1&fccid=c59a1ee5d4d4d8ee,"Bethesda, MD 20892",8 days ago,3058.0,,Scientific Program Analyst
5762,L-3 Communications,Analyze data from experiments to compare with numerical and theoretical predictions. In the role of....,60000.0,mid_level,http://www.indeed.com/rc/clk?jk=87dbde53a9b859bd&fccid=d0b3f9cc8e1c8e97,"San Leandro, CA",12 days ago,,,Scientist (Computational/Experimental)
5763,Gilead,Works on complex problems where analysis of situations or data requires comprehensive evaluation of many factors....,60000.0,mid_level,http://www.indeed.com/rc/clk?jk=eb8bf997be71fe4a&fccid=0aed3f67f6a631df,"Foster City, CA",10 days ago,,,"Research Scientist I, Analytical Ops"
5764,VWR,"Our dedicated team of more than 9,300 associates is focused on supporting scientists, medical professionals and production engineers to achieve their goals....",60000.0,mid_level,http://www.indeed.com/rc/clk?jk=6811cf0e9e21b3fd&fccid=d241f8ccb699cf4b,"Tualatin, OR",13 days ago,,,Analyst-Customer operations
5765,Gilead Sciences,Works on complex problems where analysis of situations or data requires comprehensive evaluation of many factors....,60000.0,mid_level,http://www.indeed.com/rc/clk?jk=ad3876d867303797&fccid=e4b075354d7c2865,"Foster City, CA",10 days ago,,,"Research Scientist I, Analytical Ops"
5766,Public Health Institute,"He/she will be responsible for overseeing relationships with external data collection agencies, designing data collection protocols, creating, managing and...",60000.0,mid_level,http://www.indeed.com/rc/clk?jk=296f3a5365490395&fccid=975a4c6e95a58ae2,"San Francisco Bay Area, CA",8 days ago,,,Research Scientist I
5767,University of Maryland,"This person will be responsible for providing data analysis capabilities, consultation, and expertise to researchers utilizing NGS data for applied microbial...",60000.0,mid_level,http://www.indeed.com/rc/clk?jk=cbcc61c9fa7a3360&fccid=fd1f6255717cee80,"College Park, MD",10 days ago,65000.0,,Clinical Assistant Professor
5768,AbbVie,"Accurate and timely records of experimental designs, results and data analysis. Some of the world’s most respected scientists and leaders in the industry....",60000.0,mid_level,http://www.indeed.com/rc/clk?jk=5722d601c964935a&fccid=a3b51ece17c02aae,"Redwood City, CA",8 days ago,,,Postdoc - Postdoctoral Fellow - Fc Engineering by PxP
5769,EMD,"Ability to independently learn and implement bioinformatics software for DNA/protein sequence analysis, protein database mining, and analysis of nextgen...",60000.0,mid_level,http://www.indeed.com/rc/clk?jk=a8dfe21e1e1ed26a&fccid=cc2996d24faa3cbd,"St. Louis, MO",7 days ago,,,Senior Scientist-Genome Editing
5770,ARIAD,Generate high quality data that increases our biological understanding of emerging immune cancer targets and elucidate the mechanism of action of small...,60000.0,mid_level,http://www.indeed.com/rc/clk?jk=44aae3d8f9c64623&fccid=1c6341836830199f,"Cambridge, MA",7 days ago,,,"Senior Research Associate / Research Scientist I, Discovery Biology"
5771,Merck KGaA,"Ability to independently learn and implement bioinformatics software for DNA/protein sequence analysis, protein database mining, and analysis of nextgen...",60000.0,mid_level,http://www.indeed.com/rc/clk?jk=d556e39036289ccb&fccid=68d0e0954a811351,"St. Louis, MO",7 days ago,,,Senior Scientist-Genome Editing
5772,Biogen,"Collaborate with scientists within the department and across partner functions. External Posting Title Associate Scientist II, DMPK Job Description Biogen is...",60000.0,mid_level,http://www.indeed.com/rc/clk?jk=9bd6f378c8e5bc31&fccid=04233dcb6353e8e1,"Cambridge, MA 02142 (East Cambridge area)",9 days ago,,,"Associate Scientist II, DMPK"
5773,Clif Bar & Company,Provide and analyze reports on food safety and quality data. Identify areas for process improvements through analysis of changeover data and process review....,60000.0,mid_level,http://www.indeed.com/rc/clk?jk=2815c46a1d90dfbc&fccid=8e06b7749120f1a4,"Indianapolis, IN",13 days ago,,,Food Safety and Quality Specialist
5774,University of Virginia,"Required Knowledge, Skills, and Abilities include Experience with genomics, bioinformatics, and/or computational biology research, knowledge and experiences in...",60000.0,mid_level,http://www.indeed.com/rc/clk?jk=3b22a0d4c2058bb7&fccid=9c05e44275709723,"Charlottesville, VA",9 days ago,,,Computational Scientist/Research Computing Associate
5775,Klein Management Systems,"The ability to produce accurate, reproducible data from well-designed experiments is essential. 21 Davis Drive, Research Triangle Park, NC 27709....",60000.0,mid_level,http://www.indeed.com/rc/clk?jk=0a5295e749aa11d8&fccid=87a800a7ae346e84,North Carolina,13 days ago,,,Scientist - Prototype Instrument Development
5776,ICF,"Apply methodology of relational data and troubleshoot, analyze and resolve issues*. We are business analysts, policy specialists, technologists, researchers,...",60000.0,mid_level,http://www.indeed.com/rc/clk?jk=32adbafb2a4e242b&fccid=cc35f9c14f8799a9,"Rockville, MD",13 days ago,,,Operations Specialist - with SharePoint Administration
5777,National Jewish Health,"Compiles customized data for clients/studies as directed. For studies, may work on data compilation and writing reports....",60000.0,mid_level,http://www.indeed.com/rc/clk?jk=fe41b0708e7f2728&fccid=5106f86f22f50099,"Denver, CO",13 days ago,,,Clinical Laboratory Scientist Lead
5778,SynteractHCR Deutschland GmbH,"Understands the sequence of running programs to ensure up-to-date data and to troubleshoot, debug programming problems and to identify data trends....",60000.0,mid_level,http://www.indeed.com/rc/clk?jk=9f4ecc6d1c497ab3&fccid=e32134d309981981,North Carolina,12 days ago,,,Senior Statistical Programmer
5779,Pall,"Senior Purification Scientist. The candidate will present data to collaborators and will assist in writing memos, protocols and reports by organizing data and...",60000.0,mid_level,http://www.indeed.com/rc/clk?jk=7a4a84fa0d71a516&fccid=812e26d5d0583fc4,"Westborough, MA 01581",7 days ago,,,Senior Purification Scientist
5780,Bristol Myers Squibb,"The Associate Scientist position will be located at the BMS Hopewell (HPW) site in Pennington, NJ. 1-2 years of analytical laboratory experience in a GMP...",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=94d65a00ef9ae33e&fccid=45f7e11d0973ee3a,"Pennington, NJ 08534",Just posted,,,Associate Scientist
5781,"Cyprotex US, LLC",Results-oriented B.S./M.S.-level scientist with a biological science background with experience in drug discovery....,60000.0,entry_level,"http://www.indeed.com/cmp/Apredica,-LLC/jobs/Associate-Scientist-cc153bb16d020fa2?r=1&fccid=3331e8c10b2f9770","Watertown, MA",Just posted,,,Associate Scientist
5782,BMS,Organize and present data for internal/external scientific meetings. The Associate Scientist position will be located at the BMS Hopewell (HPW) site in...,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=0cc58b6035ca31d9&fccid=3560f01758c26602,"Pennington, NJ",Just posted,,,Associate Scientist
5783,BOEING,"Skilled scientists and thinkers. Gathers data from existing software tools and participates in problem determination, problem resolution, error tracking and...",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=34cb45039eccfdf3&fccid=edae4285faf6c2f0,"Richardson, TX",Just posted,,,Versatile Technologist
5784,PlanetPharma,Perform qPCR and data analysis. QPCR set up and data analysis. Summarize results and write reports in data management system....,60000.0,entry_level,http://www.indeed.com/cmp/Planetpharma/jobs/Scientist-59507396f35444fa?r=1&fccid=012bd231789470fb,"Pleasanton, CA",Just posted,,,Scientist I/II
5785,BOEING,Skilled scientists and thinkers. Advises on a broad range of compliant information security and data protection requirements....,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=6b94bd7053e4867d&fccid=edae4285faf6c2f0,"Huntsville, AL",Just posted,,,Information System Security Officer
5786,Mode,"Analysts and Data Scientists use Mode to analyze data, build visualizations, and share work with colleagues....",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=f0eaf719683eda87&fccid=91bbe5abd5c92a78,"San Francisco, CA",Just posted,,,Sales Development Representative
5787,Ascent Services Group,Proficiency in utilization of computerized data collection systems (e.g. The department of Comparative Biology and Safety Sciences is seeking an enthusiastic...,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=ab45395fb6a95556&fccid=55051b7d98da371e,"South San Francisco, CA 94080",Today,,,Associate Scientist
5788,SRI International,"Participation in site visits and data collection; Coding and analysis of qualitative and quantitative data; The Center for Technology in Learning, housed in the...",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=aba43bbc21091630&fccid=a60bccc99303faa8,"Arlington, VA 22209 (Radnor-Ft Myer Heights area)",Today,,,Research Analyst II - Center for Technology in Learning
5789,Ascent Services Group,Perform qPCR and data analysis. QPCR set up and data analysis. Summarize results and write reports in data management system....,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=a951a8201ed206db&fccid=55051b7d98da371e,"Pleasanton, CA 94588",Today,,,Scientist I/II
5790,Cincinnati Children's Hospital,"Research Assistants, Data Analysts, Biostatisticians. Designing and conducting effective research studies that address measurement, data collection, and...",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=35c7c91c440a217a&fccid=1cf1d6e36473c700,"Cincinnati, OH",Today,,,Research Fellow - Pulmonary Imaging
5791,The University of Texas Medical Branch,"Performs, records and evaluates quality control data according to procedures including checking expiration dates and documentation of QC performance before use....",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=e0db9b6c55b28998&fccid=a4937c50073cd1dd,"Galveston, TX",Today,53600.0,80400.0,Medical Lab Scientist
5792,Proteus Digital Health,3+ years of data analytics experience. Drive the data integration strategy and roadmap/backlog. Experience in assisting business teams to unlock data of value....,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=ee68d15e18312e12&fccid=d840199808808f21,"Redwood City, CA 94065",Today,,,Data and Analytics Engineer
5793,University of California Berkeley,Introduction to Data Science. Concepts in Computing with Data. Introduction to Probability & Statistics for Life Scientists....,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=31f6f753a7fdce2c&fccid=db52f1353185d77b,"Berkeley, CA",Today,,,Lecturer - Statistics
5794,IntegraMed America,"Clinical Lab Scientist - (CLS). Andrology duties include semen analysis, sperm preparation for insemination, viability evaluation and cryopreservation, QC, and...",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=c4db05becdfad659&fccid=7852cb3e00e18ac9,"Orinda, CA",Today,,,Clinical Lab Scientist - (CLS)
5795,Thomas Jefferson University and Hospitals,"The University enrolls more than 3,700 future physicians, scientists and healthcare professionals. We utilize state of the art molecular techniques to gain...",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=554a76c453aad167&fccid=cce48ad42816872f,"Philadelphia, PA",Today,,,Post-Doc Fellow - Medical Oncology - Full Time (Dr. Daniel Silver)
5796,State Farm Mutual Automobile Insurance Company,Qualified applicants will understand how to combine the data science skillset with the entrepreneurial mindset to produce insightful data product....,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=47c86b46372030ff&fccid=d2310af9b3bb8585,"Bloomington, IL 61701",1 day ago,,,Data Scientist
5797,"Pharmacyclics, LLC","Proficient with data capture, quantitation, and analysis software. Provides technical review of study reports that contain bioanalytical data....",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=d55836ae7c5273c6&fccid=089326f28ae57037,"Sunnyvale, CA",1 day ago,,,Scientist 1
5798,S&P GLOBAL MARKET INTELLIGENCE,Consistently make sound data collection decisions. Many of the reports we analyze are lengthy and research to locate specific data points is a very specialized...,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=16c476c9c13d93da&fccid=2c2386465bad2305,"Centennial, CO 80111",1 day ago,,,ANALYST-DATA RESEARCH I
5799,Wako Life Sciences,"Work closely with scientists, co-workers and other personnel to resolve technical issues. The Research Associate participates in bench level work under the...",60000.0,entry_level,http://www.indeed.com/cmp/Wako-Life-Sciences/jobs/Research-Associate-891d4f917b3de9df?r=1&fccid=410c9166a54ffb4e,"Mountain View, CA 94043",1 day ago,,,Research Associate
5800,CrowdFlower,CrowdFlower is the essential human-in-the-loop platform for data science teams. Support and/or facilitate data enrichment jobs for enterprise clients including...,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=1a7f95edac4cbd73&fccid=6665830ea94f2ae7,"San Francisco, CA",1 day ago,,,Alchemist > Jr. Customer Success Engineer
5801,BASF Corporation,"Associate Scientist (1603121). Familiarity with data management systems, such as LIMs, Starlims, or PRISM preferred....",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=7daa9709daf8bbf6&fccid=f161bd11bb997f0a,"Research Triangle Park, NC 27709",1 day ago,,,"Associate Scientist, RTP"
5802,National Radio Astronomy Observatory,The appointment is expected to be made at the level of Assistant Scientist or Associate Scientist. Production of Science Ready Data Products;...,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=1f3b604e9188c9ab&fccid=58823a0d8e247ea7,"Socorro, NM 87801",1 day ago,,,Assistant Scientist (Re-advertised)
5803,Atlassian,"The most amazing thinkers—like NASA rocket scientists and Tesla engineers—are coming to us for solutions. Strong understanding of data structures, in particular...",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=5016b6bd78148672&fccid=e6d4ba9e2cfe7902,"Mountain View, CA",1 day ago,,,"Software Developer Intern, Summer 2017"
5804,UCLA Health,"Participate in quality studies through data collection. Utilizes medical record documentation, coding, and billing data of same accounts to assess the issues...",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=fdb925abcd245c8e&fccid=74540dcd08f53d72,"Los Angeles, CA",1 day ago,,,Centralized Research Billing Analyst
5805,BOEING,"Data Packaging Procedures. Skilled scientists and thinkers. Ridley Park,Pennsylvania,United States....",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=e8308ae99863f4a1&fccid=edae4285faf6c2f0,"Ridley Park, PA",1 day ago,,,Packaging Engineering Specialist 2
5806,State Farm Mutual Automobile Insurance Company,"Data pulling - familiarity with tools such as SAS, SQL, Omniture, Tealeaf. Ability to drive and influence business decisions based on metrics and data....",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=459814a9329edf44&fccid=d2310af9b3bb8585,"Bloomington, IL 61701",1 day ago,,,Research Systems Analyst
5807,Bartech Group,"Analyze data for the purpose of identifying data anomalies, drawing conclusions and determining scope of impact....",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=410cc5389046fa37&fccid=f385cdf80ed712bc,"Hilliard, OH",1 day ago,,,IT Systems Auditing/Data Analysis
5808,Koch Davis,"Experience in processing and analyzing large data sets required. Perform research in the area of machine learning, data mining (both structured such as sensor...",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=0fe3c6c9bcb72405&fccid=3befad4f5d361984,"Princeton, NJ",1 day ago,,,Research Scientist
5809,Florida Hospital Fish Memorial - Adventist Health...,Assesses the validity of laboratory results through correlation of data with patient chart information. Enters data from analysis of medical tests or clinical...,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=e49c30a0e39ecd70&fccid=703f5825353fedf8,"Orange City, FL 32774",1 day ago,,,Medical Technologist FT Evenings
5810,TEKSystems,Ability to use SAS or similar analytic tools to create and manipulate data and create charts & graphs that convey the data story....,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=16ba19e7364318a1&fccid=2dd14c87d68d63d8,"Charlotte, NC 28217 (Olde Whitehall area)",1 day ago,,,Quantitative Analyst
5811,Teva Pharmaceuticals,Rigor in experimental design and data interpretation is essential. Experience with IPSCs/stem cell research Ability to work well in a small group and capable of...,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=b37e5d4e30c07194&fccid=898362c5e54ec4c7,"West Chester, PA",1 day ago,,,Scientist CNS Discovery - iPSC-Stem Cell
5812,DEPT OF HEALTH/MENTAL HYGIENE,City Research Scientist I). An appreciation for data quality and program quality management; -Proficiency with ACASI/QDS and/or qualitative data analysis...,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=51756aff01c9fcfb&fccid=dc0fdb58dd346fd6,"Queens, NY",1 day ago,59708.0,72246.0,"Primary Data Collection Specialist, Bureau of HIV/AIDS Prevention and Control/HIV/AIDS Care & Treatm"
5813,Halliburton,Experienced with data analysis. Analyze laboratory and computer-modeling data to devise the required algorithms....,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=ce3cf6da3ebeba6d&fccid=0e4554ac6dcff427,"Houston, TX 77032",1 day ago,,,"United States, Houston: Principal Nuclear Scientist"
5814,Thomas Jefferson University and Hospitals,"Coordinates oncology clinical trials including but not limited to reporting protocol activities, accrual data, adverse event monitoring & reporting, study drug...",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=8535879e45ca1dce&fccid=cce48ad42816872f,"Philadelphia, PA",1 day ago,,,Clinical Research Nurse II - Sidney Kimmel Cancer Center
5815,DEPT OF HEALTH/MENTAL HYGIENE,-Review and analyze performance-based and quality management data for program improvement. The Risk Reduction Activities Technical Assistance (RRA TA) program...,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=accc6575f0092810&fccid=dc0fdb58dd346fd6,"Queens, NY",1 day ago,59708.0,72246.0,"Project Officer, Bureau of HIV/AIDS Prevention and Control/HIV/AIDS Prevention"
5816,Los Angeles County Human Resources,"And data analysis protocols and procedures. Database and data management systems, structures and platforms;...",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=06dca3794c6fbd39&fccid=00cfb28b5b67aca6,"Los Angeles, CA",2 days ago,,,"RESEARCH ANALYST III, BEHAVIORAL SCIENCES"
5817,Ambry Genetics,Strong skills in the application of statistical analytical methods in genetic data analysis. The main responsibilities include curating and analyzing Next-gen...,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=042ffd2eddff0c29&fccid=7e68666c11b85ab8,"Aliso Viejo, CA 92656",2 days ago,,,Bioinformatics Scientist/Programmer
5818,Oak Ridge Associated Universities,Students and post-doctoral candidates are sought to engage in collaborative research with scientists at NETL’s Research and Innovation Center (R&IC)....,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=158c91ffa7df6a68&fccid=9ee66ada40315e6d,United States,2 days ago,,,University Coal Research (UCR) Outreach
5819,University of Massachusetts Medical School,"Participate in interdepartmental meetings, presenting data effectively and contributing technical expertise as needed....",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=b23f85d202e7c443&fccid=8d9ed13c98584a66,"Mattapan, MA",2 days ago,,,Post Doctorate QC Scientist I
5820,UNC Charlotte,"To facilitate development of scientists in the guidance of our bachelors, masters and doctoral Biology students, and in the training of post-doctoral fellows....",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=63601974f71404af&fccid=4e2cd09355681598,"Charlotte, NC",2 days ago,,,Assistant Professor
5821,Smith Hanley Associates,"Proficient in modeling and translating complex data into recommendations. Perform predictive modeling, synthesize data to tell a story and present findings to...",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=72caff90eafd19c5&fccid=867d82af62a0e5c1,"Magnolia, AR",2 days ago,,,Statistical Analyst
5822,AIR FORCE,Into basic data to discover new facts or fundamental relationships. To problems requiring a variety of data sources and operations research....,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=6b4056c849b7ccaa&fccid=00de2a4244e56114,"Edwards AFB, CA",2 days ago,55670.0,72366.0,Palace Acquire Operations Research Analyst
5823,FujiFilm Diosynth Biotechnologies,"Based on available customer data, scientific. Senior member of the Fujifilm Diosynth....",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=587b0643acdc9617&fccid=f8159adcf55be97d,"College Station, TX 77845",2 days ago,,,BioSafety & Environmental Control Officer
5824,University of Florida,The Department of Clinical and Health Psychology within the College of Public Health and Health Professions invites applications for a tenure-track position,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=264a6b5f2bff83ab&fccid=c0f8fe90d3cd91fa,"Gainesville, FL 32611",2 days ago,,,Assistant/Associate Professor
5825,AIR FORCE,Plan work procedures and selects standard practices and data to be applied to. AF Civilian Force Renewal and Development Agency:....,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=4b5b4cbc86b8d5c8&fccid=00de2a4244e56114,"Peterson AFB, CO",2 days ago,55670.0,72366.0,"COMPUTER SCIENTIST, GS-1550-9 PALACE ACQUIRE INTERN"
5826,NYU Langone Medical Center,"Communicates assessment data to nursing/surgical team. Accurately contributes towards perioperative data sheets ie.counts, specimens....",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=6460abf9ccb17a57&fccid=a259fc86b1470609,"New York, NY",2 days ago,,,Surgical Technologist
5827,Lighthouse Recruiting,A growing clinical toxicology laboratory is seeking a Certifying Scientist with strong chromatography skills to perform quantification and data review....,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=80fb06bb55b1f6b0&fccid=a94ebbda0b8c73e7,"Smyrna, GA 30082",2 days ago,55000.0,70000.0,Certifying Scientist
5828,NYU Langone Medical Center,"Assist practice management in reviewing and using qualitative and quantitative data received from the Press Ganey CG CAHPS survey, to develop and oversee action...",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=d4877662c7254847&fccid=a259fc86b1470609,"New York, NY",2 days ago,,,FGP Ambulatory Practice Liaison-Patient Experience
5829,Health Capital Consultants,"The successful candidate for this full time position will assist in all aspects of research and analysis of financial and economic data, and will play an...",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=78b0518ee10f58e3&fccid=f71611d5d06485ea,"St. Louis, MO 63114",2 days ago,,,Economic Research Analyst
5830,RAY ALLEN,"In need of a detail-oriented, analytical problem solver for a full-time Associate Data Scientist. 2+ years Data Analysis experience....",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=3a982c164ab623ef&fccid=e5a2c06c5d17f0c6,"Chicago, IL 60654 (Loop area)",3 days ago,,,Associate Data Scientist
5831,DEPARTMENT OF FINANCE,"Strong data analysis skills and data testing. Assisting with data cleansing, data conversion, system integrity, and system access issues....",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=cb1c01bafee40123&fccid=e3dc8897b9b29a8b,"Manhattan, NY",3 days ago,68239.0,80000.0,Policy Data Analyst
5832,California State University,CLINICAL LAB SCIENTIST I:. CLINICAL LAB SCIENTIST II (TECHNOLOGIST):. (Clinical Lab Scientist I or II). Utilizes automated and manual data reporting systems;...,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=976431107ac7d01a&fccid=938c68fc89db4b9d,"Northridge, CA",3 days ago,4376.0,6240.0,Clinical Lab Scientist or Technologist (Job ID 4286) (4286)
5833,Pharmerit International,"Contribute to the development of data interpretation materials (i.e., training slides, workshop presentations) and publications....",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=b3baaea02150e0c5&fccid=0eea89944d8db6b9,"Boston, MA",3 days ago,,,Psychometrician/Scientist
5834,Burns & McDonnell,", development of soil and groundwater sampling plans, data analysis, site remediation,. Our Assistant Environmental Scientist are responsible for air pollution...",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=af966714ba35f895&fccid=75aff752794baac1,"Kansas City, MO",3 days ago,,,Assistant Environmental Scientist / Geologist
5835,HERO.jobs,"With all of that data comes the need for machine learning, which is where you come in. The Data Team is currently hiring for a Senior Software Engineer who is a...",60000.0,entry_level,http://www.indeed.com/company/HERO.jobs/jobs/Machine-Learning-Software-Engineer-4cdb2dfd16670bdb?r=1&fccid=07b81295112114ff,"Seattle, WA",3 days ago,,,Machine Learning Software Engineer - R / Python / Scala / Hadoop / C++
5836,Ukiah Valley Medical Center,Basic computer competence including data entry utilizing menu-based programs. Licensure by the California Department of Health Services as a Clinical Laboratory...,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=13519b5871b5d13e&fccid=99a5f50476c16249,"Ukiah, CA",3 days ago,,,Clinical Laboratory Scientist
5837,MONSANTO,"Oversee Controlled Environment production processes e.g. management of a team responsible for managing growing conditions, seed production, and assay data...",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=149acd8e0d965584&fccid=3529500887e40d15,"St. Louis, MO",3 days ago,,,"Controlled Environment Production Supervisor (St. Louis, MO)"
5838,RAND Corporation,Job Description Job Title: PhD Statistician Job ID: 4671 Location: Multiple locations Full/Part Time: Full-Time Regular/Temporary: Regular Title,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=6757e47b8fabdfde&fccid=8921eefe52b6fa61,United States,4 days ago,,,PhD Statistician
5839,HDR,"Maintain data and communication flow, supported by strong editorial and verbal skills. We create an unshakable foundation for progress because our...",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=c49be508cd5c867c&fccid=c3725c584175877c,"Edmonds, WA",4 days ago,,,Real Estate Services Tech 2
5840,S&P DOW JONES INDICES,"We’re the largest global resource for index-based concepts, data and research, and home to iconic financial market indicators, such as the S&P 500® and the Dow...",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=05e677b82cf38a3c&fccid=d6787217250010cb,"New York, NY 10002 (Lower East Side area)",5 days ago,,,Quantitative Analyst
5841,P&G,"Produce summary tables, data listings and graphical representations of non-clinical research data. Delivering clinical summary tables, data listings and...",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=803ec02abca39d6c&fccid=2da0dedf6df97194,"Cincinnati, OH",5 days ago,,,Research and Development - PhD - Statistician
5842,Phoenix Children's Hospital,"The Medical Laboratory Scientist II performs and interprets standard, complex and specialized laboratory tests....",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=ff7c9ce0fb564376&fccid=cf64bce8e85b592e,"Phoenix, AZ 85002 (Central City area)",5 days ago,,,Medical Lab Scientist II
5843,Lockheed Martin,"Knowledge of basic electrical and fluidic interfaces and related data acquisition is highly desirable. Basic data reduction skills are required, as well as the...",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=a7f5de38890bcf45&fccid=aeb15e43a6800b9d,"Cambridge, MA",5 days ago,,,Energy Storage Intern
5844,R&D Partners,Proficiency in utilization of computerized data collection systems (e.g. The department of Comparative Biology and Safety Sciences is seeking an enthusiastic...,60000.0,entry_level,http://www.indeed.com/rc/clk?jk=1c9997cb478ec133&fccid=26d6367cc123e3f2,"San Mateo, CA",5 days ago,,,Associate Scientist - Med Tech
5845,"Synthorx, Inc.","Design, plan and perform microbiology and molecular biology experiments, analyze and evaluate data, and write associated reports....",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=76612da6815f992a&fccid=4eedd48331363d73,"La Jolla, CA 92037",5 days ago,,,Scientist-Microbial Strain Engineer
5846,Palmdale Regional Medical Center,"Laboratory Scientist License. Problems, collects data, establish facts, and draw conclusions. Under the direction of the Department Manager and/or....",60000.0,entry_level,http://www.indeed.com/rc/clk?jk=45876fbc1d80ede2&fccid=8dd9381a6f4a07de,"Palmdale, CA 93551",5 days ago,,,Clinical Laboratory Scientist - #207144 - PT Non Benefited
