,company,description,est_salary,link,location,post_time,real_salary_lower,real_salary_upper,title
2325,The Aerospace Corporation,Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. Tasks regularly require integrating program-supplied cost...,90000.0,http://www.indeed.com/rc/clk?jk=0b93500e4c9861ff&fccid=ba923b146fa75d0d,"Crystal City, VA",3 days ago,,,Human Space Flight Program Analyst
2326,Worldgroup Careers,"Must be able to analyze clinical data, interpret research, and scrutinize all sources for answers. We are looking for intelligent and imaginative scientists who...",90000.0,http://www.indeed.com/rc/clk?jk=71f202b0e2b15367&fccid=ef7fbfb43f6780a1,"Parsippany, NJ",3 days ago,,,"Scientific Strategist, McCann Torre Lazur"
2327,"Truven Health Analytics, Inc. & Simpler Consulting","Ability to research and work with Data Experts, Data Scientists and Business Analysts to gather, understand and document new data definitions....",90000.0,http://www.indeed.com/rc/clk?jk=802b6200469b2807&fccid=2ce462d671b87959,"Durham, NC 27703",3 days ago,,,Software Engineer Expert
2328,TE CONNECTIVITY,Systems to transmit power (~1kW) and data (~1Gbps) over distance of a cm with a lateral offset of a similar amount. Consider a career with us:....,90000.0,http://www.indeed.com/rc/clk?jk=e81cfe4be3406a71&fccid=adb7c04d7caa1bd2,"Menlo Park, CA",3 days ago,,,SCIENTIST
2329,DEPT OF HEALTH/MENTAL HYGIENE,Developing and implementing data quality assurance and data reporting systems. Collect longitudinal follow-up data on affected children;...,90000.0,http://www.indeed.com/rc/clk?jk=8af94a55992c6b90&fccid=dc0fdb58dd346fd6,"Queens, NY",3 days ago,78630.0,103332.0,"Senior Data Manager, Family and Child Health Administration"
2330,CDK Global,"CDK Data Services is the automotive industries engine for automotive data. From data scientists to sales and operations experts, we’re hiring to support your...",90000.0,http://www.indeed.com/rc/clk?jk=ec8fdd5fc373433d&fccid=cf4c744760f4998e,"Detroit, MI 48226 (Downtown area)",3 days ago,,,Director of Sales - Data Services - Detroit
2331,Genentech,"The candidate must demonstrate ability to evaluate, interpret and present complex scientific data. Other responsibilities will include building internal...",90000.0,http://www.indeed.com/rc/clk?jk=4b7301a26fce531d&fccid=2525cc4a9a704809,"South San Francisco, CA",3 days ago,,,"Assistant/Associate Medical Director, Early Clinical Development Neurology"
2332,ASRC Federal,Data Center environment. Our team of scientists and professional management personnel allows us to bring real-world experience to meet the growing demand for...,90000.0,http://www.indeed.com/rc/clk?jk=96f064111c2891bd&fccid=adbb342bd2008a4b,"Sterling, VA",3 days ago,,,Network Engineer - Cisco Nexus
2333,CDK Global,"Define data architecture; From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....",90000.0,http://www.indeed.com/rc/clk?jk=43fae38bdf5617a6&fccid=cf4c744760f4998e,"Portland, OR",3 days ago,,,Linux Software Engineer - 5503
2334,"Five Prime Therapeutics, Inc.","This is a unique opportunity for a highly-motivated scientist to join a team of pathologists, translational scientists, and technologists to design and...",90000.0,http://www.indeed.com/rc/clk?jk=e5612b525a8f5259&fccid=79253f3c7217393b,"South San Francisco, CA",3 days ago,,,"Scientist I-III, Biomarker and Clinical Diagnostic Development"
2335,CDK Global,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....",90000.0,http://www.indeed.com/rc/clk?jk=2136bc15dadf2733&fccid=cf4c744760f4998e,"Detroit, MI 48226 (Downtown area)",3 days ago,,,"Manager, HR Business Partner"
2336,Intermedix,The Data Scientist reports directly to the SVP of Analytics and designated Data Scientists for work direction....,90000.0,http://www.indeed.com/rc/clk?jk=02aea3f12265ce93&fccid=7ec45b2c18fd0f06,"Nashville, TN 37219",4 days ago,,,Data Specialist
2337,Horizon Blue Cross Blue Shield of New Jersey,"The Data Scientist is a subject matter expert and individual contributor that will create, decipher, and utilize sophisticated statistical/econometric data...",90000.0,http://www.indeed.com/rc/clk?jk=98edf34c1bbc1d7b&fccid=334e8c9e669a5738,"Newark, NJ",4 days ago,,,Data Scientist
2338,Huntington,"Data Science / Modeling:. Responsible for the support of data enablement, analytical data governance, and generating marketing lists/leads....",90000.0,http://www.indeed.com/rc/clk?jk=c49a7d0967ca95c1&fccid=7d6f32345371c370,"Columbus, OH",4 days ago,,,Enterprise Analytics Director
2339,Caterpillar,Experience with signal processing and time-series data analysis. Near term machine learning development work will focus on applying state-of-the-art machine...,90000.0,http://www.indeed.com/rc/clk?jk=514a776f25bf2782&fccid=d723225da214c842,"Chicago, IL 60606 (Loop area)",4 days ago,,,Machine Learning / Computer Vision Engineer
2340,Baylor College of Medicine,"Production Integration with Hadoop Data Warehouse, DNAnexus. This senior-level position requires a high-performing programmer and scientist with demonstrated...",90000.0,http://www.indeed.com/rc/clk?jk=df74e71c48c38210&fccid=5f589639ccd58869,"Houston, TX",4 days ago,83000.0,102000.0,Lead Bioinformatics Programmer
2341,Planet Pharma,"Data science and computational experience. The individual will be involved with modeling, scientific computing and data science activities, enabling the...",90000.0,http://www.indeed.com/cmp/Planet-Pharma/jobs/Data-Analyst-L-ffc5d6ab78075b96?r=1&fccid=9d4986a32b91524f,"Cambridge, MA",4 days ago,,,Data Analyst l
2342,Regions Bank,"Proficiency with Visual Basic Script within Microsoft Excel, advanced data management skills and the ability to source data and convert it into a usable form...",90000.0,http://www.indeed.com/rc/clk?jk=642ebe7d2c685173&fccid=0e98201756dba0a1,"Birmingham, AL",4 days ago,,,Risk Quantitative Model Validation Analyst
2343,Mesh Recruiting,Take an active role in the development of strategies and marketing tests to improve marketing performance by translating quantitative findings to practical data...,90000.0,http://www.indeed.com/cmp/Mesh-Recruiting/jobs/Data-Scientist-c18685f5c35124e4?r=1&fccid=57bf0ba18396fbca,"Louisville, KY 40229",4 days ago,90000.0,,Data Scientist
2344,Staffing Now,Employ best practices of data analysis and validation to ensure data results are accurate. Promote innovative ways to visualize and digest complex data....,90000.0,http://www.indeed.com/rc/clk?jk=cb33f3831c01d9ff&fccid=aa3d33b1e44ee329,"Fort Worth, TX",4 days ago,,,Risk Statistician II
2345,HDR,"We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists....",90000.0,http://www.indeed.com/rc/clk?jk=53cae58d4eab6b12&fccid=c3725c584175877c,"Kansas City, MO 64111 (Valentine area)",4 days ago,,,Utility Mgmt Services-Business System Analyst
2346,"Rubius Therapeutics, Inc.",Data analysis and reporting results to scientific team and executive management. Rubius is seeking to hire an exceptional Scientist to work full-time as part of...,90000.0,"http://www.indeed.com/cmp/Rubius-Therapeutics,-Inc./jobs/Scientist-Senior-Scientist-f867800ee42e8c9d?r=1&fccid=2078af27dd85acdc","Cambridge, MA 02139 (Area IV area)",4 days ago,,,Scientist/Senior Scientist - Metabolic Disease
2347,Gilead,We are seeking a talented and dynamic scientist to join and help drive. Works on complex problems where analysis of situations or data requires evaluation of...,90000.0,http://www.indeed.com/rc/clk?jk=2d5a3b9e0682da4c&fccid=0aed3f67f6a631df,"Foster City, CA",4 days ago,,,Senior Research Scientist I- Inflammation
2348,Gilead Sciences,We are seeking a talented and dynamic scientist to join and help drive. Works on complex problems where analysis of situations or data requires evaluation of...,90000.0,http://www.indeed.com/rc/clk?jk=d0f67899dbd5e3f9&fccid=e4b075354d7c2865,"Foster City, CA",4 days ago,,,Senior Research Scientist I- Inflammation
2349,Mott MacDonald,"Utilizes experienced judgment to research and analyze data. Provides basic mentoring, reference, oversight, and supervision for less-experienced geologists and...",90000.0,http://www.indeed.com/rc/clk?jk=ee6e60296fbeb077&fccid=edb4bf50a19b70a9,"Iselin, NJ",4 days ago,,,Senior Environmental Scientist/Geologist
2350,Counsyl,Master Data Management in Salesforce.com:. Success in this role requires that you maintain a keen focus on data quality....,90000.0,http://www.indeed.com/rc/clk?jk=cd85649d18c22a75&fccid=91ccbcddb1c6e2fe,"South San Francisco, CA 94080",4 days ago,,,Sales Operations Analyst
2351,"Quadrint, Inc.","Work closely with IT Architects, Analysts, Data Scientists, UI/UX designers, functional practitioners, and clients/stakeholders to gather data requirements....",90000.0,http://www.indeed.com/rc/clk?jk=32a3681f3ffe6ed4&fccid=ba09c377ad57f60a,"Springfield, VA",4 days ago,,,ETL Developer
2352,BOEING,"Skilled scientists and thinkers. Develops models, data bases and spreadsheets to analyze data (e.g., statistics, operations research, engineering economics),...",90000.0,http://www.indeed.com/rc/clk?jk=b16bdac98b248c83&fccid=edae4285faf6c2f0,"Heath, OH 43056",4 days ago,,,Industrial Engineer 1
2353,Elevate Recruiting Group,Senior Data Scientist- Algorithm Development Job Description We areseeking a highly motivated engineer or applied mathematician to join our rapidly growing...,90000.0,http://www.indeed.com/rc/clk?jk=cc75d3bf64afc601&fccid=ea0afd5c2a813ac2,"Redwood City, CA",4 days ago,,,Sr. Data Scientist
2354,Sandia National Laboratories,"Applies integrated technical judgment--which requires using the scientific method to recognize and formulate problems, to collect data through observation and...",90000.0,http://www.indeed.com/rc/clk?jk=8b7837c5f8fe89f0&fccid=6153cf878ee73d92,"Albuquerque, NM",4 days ago,,,"R&D S&E, Chemical Engineer (Senior/Principal)"
2355,BOEING,Anticipate data collection points. Manipulation of large data sets. Planning and execution of test data collection....,90000.0,http://www.indeed.com/rc/clk?jk=7e521c29ff092acd&fccid=edae4285faf6c2f0,"Schriever AFB, CO",4 days ago,,,Senior Missile Defense Integration & Test Analyst
2356,CACI International Inc,"You will perform system and software installs, as well as, provide support and maintenance for systems utilized by a team of software developers and data...",90000.0,http://www.indeed.com/rc/clk?jk=8e777dc6402c97b7&fccid=290a4498a64fc044,"Arlington, VA",4 days ago,,,DevOps Engineer Job
2357,"PARC, a Xerox company","Simulation, data acquisition and data evaluation. Experience with complex data analysis. Post-doctoral Scientist, Optoelectronic Materials and Devices....",90000.0,http://www.indeed.com/rc/clk?jk=af2aa3a5039bf467&fccid=2b739220b706e0cc,"Palo Alto, CA",4 days ago,,,"Post-doctoral Scientist, Optoelectronic Materials and Devices"
2358,Albany Molecular Research,Develop data loading and calculation protocols for Biology data into the PerkinElmer Informatics platform....,90000.0,http://www.indeed.com/rc/clk?jk=dd20e26d282282e7&fccid=bad157b48e360a5f,"Albany, NY 12203 (Campus Area-University District area)",4 days ago,,,"Senior IT Business Analyst, Scientific Applications"
2359,"Phil Ellis Associates, Inc.","Involvement in batch record review and QC data including trending. Participation in stability programs, including review of stability protocols and reports,...",90000.0,http://www.indeed.com/rc/clk?jk=8b7d94a5a2c7348e&fccid=2bfe47523c24f776,"Denver, CO",4 days ago,,,Sr. Scientist / Scientist
2360,University of Chicago,Our scientific data clouds and commons include:. The Biomedical Data Commons (BDC) is cloud-based infrastructure that we are developing for a consortium of...,90000.0,http://www.indeed.com/rc/clk?jk=2d56bb680621d44c&fccid=5cb727313a823dd6,"Chicago, IL",4 days ago,,,Software Engineer in Test
2361,Silverchair Science and Communications,"Demonstrated skills writing Transact-SQL to effectively create and modify test data and verify results within databases, particularly Microsoft SQL Server....",90000.0,http://www.indeed.com/rc/clk?jk=01d3d8e0247f0507&fccid=680b815b0e59a58c,"Charlottesville, VA 22902",4 days ago,,,Software Quality Assurance Engineer
2362,"Janssen Research & Development, LLC.","Design workflows and studies, collect, record, and interpret data appropriately. Janssen Research & Development, LLC., a Johnson and Johnson Company is hiring...",90000.0,http://www.indeed.com/rc/clk?jk=88841b1d7377ec09&fccid=53272541f69a168c,"Malvern, PA",4 days ago,,,"Scientist, Drug Product Development Biologics"
2363,Pfizer Inc.,"Will regularly communicate with supervisor, peers and team scientists. Will have and/or further develop skills and experience to be fully conversant with the...",90000.0,http://www.indeed.com/rc/clk?jk=ad397b4803f3668e&fccid=5e118f74384e090a,California,4 days ago,,,"Senior Scientist- Virus Production/Purification, Vaccine"
2364,"Magic Leap, Inc.","To analyze data, make acceptance decisions, and improve process capability (Six Sigma, SPC, DOE). Assesses the feasibility and soundness of proposed engineering...",90000.0,http://www.indeed.com/rc/clk?jk=166e33d62a2199ce&fccid=250b3b23ab6d1a65,"Plantation, FL",4 days ago,,,Sr. Supplier Quality Engineer/ Lead
2365,Merck KGaA,"Excellent experimental planning and data interpretation skills. Engage with engineering, marketing personnel and other scientists, as well as with external...",90000.0,http://www.indeed.com/rc/clk?jk=ac18ff33365bf00f&fccid=68d0e0954a811351,"Hayward, CA",4 days ago,,,Microfluidic Design and Development Manager
2366,Morpho Detection,"Knowledge of statistical data and tolerance analysis methods. Effective communication skills, both written and verbal, to communicate with scientists,...",90000.0,http://www.indeed.com/rc/clk?jk=8d86b6fa1e854a78&fccid=d78ee266e189e573,"Newark, CA 94560",4 days ago,,,Senior Mechanical Engineer
2367,Pacific Gas & Electric,"Central Data Management Functions. Leadership Team to automate data gathering and reporting. If assigned, may perform different functions in the Central Data....",90000.0,http://www.indeed.com/rc/clk?jk=bf587a8bb619302d&fccid=0e8f04b45c1591f5,"Rocklin, CA 95765",4 days ago,,,"Project Controls Analyst-ESC, Sr - Rocklin"
2368,The Jag Group,Work closely with other specialists (including scientists). May spend considerable amount of time compiling data at a computer....,90000.0,http://www.indeed.com/rc/clk?jk=c6a83ad84f27ceae&fccid=88c04ed8aab62d4c,"Delhi, NY 13753",4 days ago,,,Senior Process Engineer
2369,Elevate Recruiting Group,You will join a small team in the analysis of high-throughput DNA sequence data and work with our team of scientists and statisticians to answer specific...,90000.0,http://www.indeed.com/rc/clk?jk=3fd2b2801e802e77&fccid=ea0afd5c2a813ac2,"Redwood City, CA",4 days ago,,,Sr. Bioinformatician
2370,Cypress HCM,Interface with big data modelers and scientists. This role will be a part of a talented and passionate Data Platform Operations that delivers Big Data Hadoop...,90000.0,http://www.indeed.com/rc/clk?jk=40cc08cdb93751bc&fccid=c48e44b9e0f28b36,"San Diego, CA",4 days ago,,,Sr. Hadoop Administrator
2371,Selby Jennings,"Equity Research Senior Analyst (Information Technology) A well-established, growing is looking to add a senior equity research analyst to cover IT Companies",90000.0,http://www.indeed.com/rc/clk?jk=0c7002edefcfb978&fccid=e46dcf251ad893cd,"New York, NY 10167 (Midtown area)",4 days ago,,,Technology Research Analyst (Large Cap Fund)
2372,Demaka Technologies,"Evaluates, analyzes and interprets technical data relative to project-specific goals, creates and interprets accurate data display graphs and figures, completes...",90000.0,http://www.indeed.com/cmp/Demaka-Technologies/jobs/Senior-Scientist-Environmental-Consulting-05e667ce2dac1083?r=1&fccid=58a4fd73bcf901fc,"Parsippany, NJ",4 days ago,,,Senior Scientist - Environmental Consulting - NJ #2800
2373,ReliaSource,"Work with data science teams to deliver outstanding dynamic data products; The successful candidate will design and develop print, web, and interactive products...",90000.0,http://www.indeed.com/rc/clk?jk=d5042aad4cee8125&fccid=37cd4457712d94d3,"Chantilly, VA",4 days ago,,,Web Developer ( TS SCI FS Poly Required)
2374,Merck,"Associate Principal Scientist, Clinical Operations. Present clinical data objectively in a clear, concise format in keeping....",90000.0,http://www.indeed.com/rc/clk?jk=d6f1c9c104acb74f&fccid=c38b7d5e0419a6a7,"Raleigh, NC",4 days ago,,,"Oncology Principal Medical Writer (Remote based- NC, SC, GA, TN) Job"
2375,"Beckman Coulter, Inc.",Scientists use our life science research instruments to study complex biological problems including causes of disease and potential new therapies or drugs....,90000.0,http://www.indeed.com/rc/clk?jk=3f959d5ce51e8b82&fccid=432c7642003cc768,"Sacramento, CA",4 days ago,,,Field Service Engineer
2376,National Renewable Energy Laboratory,"In both cases, it will be necessary to formulate load balancing approaches so that the overall parallel performance of the flow solver is maintained in addition...",90000.0,http://www.indeed.com/rc/clk?jk=3fe789287e0619bc&fccid=b4ae64835618776c,"Golden, CO",4 days ago,,,Postdoctoral Researcher – Development of Next Generation Platform for Wind Farm Simulation
2377,DEPT OF HEALTH/MENTAL HYGIENE,"Manage the evaluation process by supervising data collection, analyses, and summarization of findings. Present data and propose responses at multi-agency...",90000.0,http://www.indeed.com/rc/clk?jk=0a966e5bda76cb8d&fccid=dc0fdb58dd346fd6,"Queens, NY",4 days ago,87768.0,100933.0,"Evaluation Manager, Bureau of Alcohol and Drug Use, Prevention, Care, and Treatment"
2378,DEPT OF HEALTH/MENTAL HYGIENE,The operation of data processing hardware or consoles. Primarily the entering or updating of data in a system;...,90000.0,http://www.indeed.com/rc/clk?jk=06836876471dc990&fccid=dc0fdb58dd346fd6,"Manhattan, NY",4 days ago,67060.0,178873.0,Associate Director of Policy and Operations/Bureau of the Public Health Laboratory/PHL Admin & Lab S
2379,Lockheed Martin,"The Data Scientist understands structure and techniques of data analysis and can lead data analysts. To perform these duties, the Data Scientist will:....",90000.0,http://www.indeed.com/rc/clk?jk=23294d251cc3a123&fccid=aeb15e43a6800b9d,"Palmdale, CA",5 days ago,,,Advanced Analytics Data Scientist
2380,Praescient Analytics,"Field Data Scientist – Cleared. Cleaning, transforming, and ingesting large data streams. ​Our Field Data Scientists (FDS's) are experts in a wide range of...",90000.0,http://www.indeed.com/rc/clk?jk=d6f30ab5fb64dfba&fccid=101851eba25dce3c,"Baltimore, MD",5 days ago,,,Field Data Scientist
2381,The Johns Hopkins Applied Physics Laboratory,"Write software (primarily Matlab) required to process data from IMUs, GPS receivers, RADARS, and potentially other measurement systems....",90000.0,http://www.indeed.com/rc/clk?jk=89515ed162bb4837&fccid=b8acc26118799f48,"Laurel, MD",5 days ago,,,Applied Mathematician/Physicist (Analytic Modeling and Data Analysis)
2382,The Nielsen Company,"Our Data Scientists come from diverse disciplines such as statistics, research methodology, mathematics, psychology, business, engineering and demography....",90000.0,http://www.indeed.com/rc/clk?jk=cf204d137cb98502&fccid=61bb2b2cdd4507ae,"New York, NY 10003 (Greenwich Village area)",5 days ago,,,"Manager, Data Science"
2383,Bosch,"3+ years of experience in data adjacent fields (computer science, statistics, data mining, data science, machine learning, big data, etc.)....",90000.0,http://www.indeed.com/rc/clk?jk=26cb426425c62711&fccid=a2faf1301ac6ad4b,"Palo Alto, CA",5 days ago,,,Autonomous Driving Machine Learning Engineer
2384,IBM,"Excel, SPSS), data visualization (e.g. Lead operations for a major Brand Health research program, including survey execution, field management and data...",90000.0,http://www.indeed.com/rc/clk?jk=eb9aceaad1d484f8&fccid=de71a49b535e21cb,"New York, NY",5 days ago,,,Client Research Analyst
2385,"Illumina, Inc.","Design and execute experiments, analyze and present data demonstrating feasibility of new methodologies. We are looking for driven, talented scientists to join...",90000.0,http://www.indeed.com/rc/clk?jk=e48dda3f348f58d8&fccid=8524239b088a6649,"San Diego, CA",5 days ago,,,Scientist 2 - Lifecycle Management Consumables
2386,PRA Health Sciences,"Strong knowledge of general programming and computing principles, solid technical expertise with Windows NT and/or UNIX operating systems, and common software...",90000.0,http://www.indeed.com/rc/clk?jk=0b5be661fae24e05&fccid=59237124d676ae4d,"Blue Bell, PA",5 days ago,,,Senior Statistical Programmer- Boston
2387,"Magic Leap, Inc.","Knowledge of test data analysis, statistics, and test reports. Magic Leap is an eclectic group of visionaries, rocket scientists, wizards, and gurus from the...",90000.0,http://www.indeed.com/rc/clk?jk=b5e7ba6fe9551d4a&fccid=250b3b23ab6d1a65,"Dania Beach, FL",5 days ago,,,Automation Test Developer (SDET) (Entry Level)
2388,BOEING,"New Orleans,Louisiana,United States DALPP4 The Boeing Company is looking for a new team member as a Manufacturing Operations Analyst to develop and implement...",90000.0,http://www.indeed.com/rc/clk?jk=919e511b65969340&fccid=edae4285faf6c2f0,"New Orleans, LA",5 days ago,,,Manufacturing Operations Analyst
2389,BOEING,Skilled scientists and thinkers. Demonstrated written and oral communication skills of technical and programmatic data and plans....,90000.0,http://www.indeed.com/rc/clk?jk=8238b4372e87b29a&fccid=edae4285faf6c2f0,"Huntsville, AL",5 days ago,,,Systems Engineer
2390,Workbridge Associates,"At least 2 years of experience in Illumina sequencing data and bioinformatics pipelines for alignment, variant calling, and CNV analysis....",90000.0,http://www.indeed.com/rc/clk?jk=6b5efbd96392c5b6&fccid=a6920e0a635e5c4e,"Aliso Viejo, CA",5 days ago,85000.0,100000.0,Bioinformatics Scientists
2391,Weill Cornell Medical College,"Works collaboratively with other computer scientists, physician scientists, and engineers within the Division....",90000.0,http://www.indeed.com/rc/clk?jk=8f0c746620d99494&fccid=7b846a98e5da569b,"New York, NY",5 days ago,,,Cognitive Software Engineer
2392,Ball Aerospace,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....",90000.0,http://www.indeed.com/rc/clk?jk=2aa02c274a026a42&fccid=82c5e27e77990fa2,"Dayton, OH",5 days ago,,,Engineer I-Software (659644)
2393,"Sorrento Therapeutics, Inc.",Assay development and data interpretation expertise will be achieved through independent efforts on the part of the candidate as well as self-initiated dialogue...,90000.0,http://www.indeed.com/rc/clk?jk=bc65b51a22a6355a&fccid=9879dfbe4ee92b9c,"San Diego, CA 92121",5 days ago,,,"ASSOCIATE SCIENTIST, INFECTIOUS DISEASE"
2394,Agrinos,Management and analysis of experimental data. This is primarily a hands-on laboratory position and will report to Senior Scientist....,90000.0,http://www.indeed.com/cmp/JWN-Recruitment/jobs/Research-Associate-f5aff4caf858719c?r=1&fccid=755632049577b0f4,"Clackamas, OR",5 days ago,,,Research Associate - Fermentation
2395,Newt Global,"One of our direct clients, a Fortune 500 telecom major is looking for a Data Analytics Consultant / Data Scientist in Basking Ridge, NJ....",90000.0,http://www.indeed.com/rc/clk?jk=781c3ad49e1d8f2a&fccid=4dbcc913022dbed1,"Basking Ridge, NJ 07920",5 days ago,,,"Data Analytics, NJ"
2396,Voxy,"We’re a team of linguists, scientists, developers, designers, teachers and communication experts who believe there is a better way to learn a new language....",90000.0,http://www.indeed.com/rc/clk?jk=0761d66cdda19db6&fccid=a52aff796046b48e,"New York, NY 10012 (Little Italy area)",5 days ago,,,Product Marketing Manager
2397,Kern Medical,Clinical Laboratory Scientist I/II. Inputs and maintains clinical laboratory data. Inputs and maintains clinical laboratory data using....,90000.0,http://www.indeed.com/rc/clk?jk=86844aed89a1762d&fccid=16d13b69245199e9,"Bakersfield, CA",5 days ago,4646.0,,Clinical Laboratory Scientist (Technologist) - Per Diem
2398,Entegris,"This role will lead a team of engineers and scientists in Billerica, MA focused on product design and development as well as new process development....",90000.0,http://www.indeed.com/rc/clk?jk=d8de2180dc709548&fccid=537cd40d1157d889,"Billerica, MA",5 days ago,,,"Sr. Manager, Engineering"
2399,Penfield Search Partners,"Confidential Data All information (written, verbal, electronic, etc.). Extensive experience in creating data tables, figures and listings....",90000.0,http://www.indeed.com/rc/clk?jk=6e0a121d85055d56&fccid=5d807087f2960e47,"Fort Lee, NJ",5 days ago,,,Senior Manager. Statistical Programming
2400,Federal Reserve Bank of New York,"Utilizes data to develop summary reporting regarding trends, value, and opportunities resulting from data analysis....",90000.0,http://www.indeed.com/rc/clk?jk=95078ba66a6081c6&fccid=2c6850e24c8a2811,"New York, NY",5 days ago,,,"Data Reporting and Analysis Associate- Procurement Value Management, Corporate Group"
2401,Express Scripts,"Be asked to support Safety Scientist and Safety Data Associate/Manager in. Plan, Safety Data Management Plan)....",90000.0,http://www.indeed.com/rc/clk?jk=c36c8da6ff9a24ba&fccid=281a27deb89bbe92,"Blue Bell, PA",5 days ago,,,"UBC - Associate Director, PV Process Excellence"
2402,Leidos,"Has a job opening in Alexandria, Virginia for an experienced, senior-level .NET Software Developer Computer Scientist and Team Lead to contribute to a program...",90000.0,http://www.indeed.com/rc/clk?jk=f5647a85061a4800&fccid=8765a4045377753a,"Alexandria, VA 22303",5 days ago,,,.Net Developer/Team Lead
2403,OncoResponse,"The scientist will interact with external clinical collaborators, conduct experiments to characterize immune cell responses and analyze clinical data....",90000.0,http://www.indeed.com/rc/clk?jk=043f79b024eb29b2&fccid=4a6e2c46f10175c5,"Seattle, WA 98104 (First Hill area)",5 days ago,,,"Scientist, Immuno-oncology"
2404,Ball Aerospace,"Perform data spill containment and clean up per customer direction. Our team of more than 3,000 engineers, scientists, technicians and support staff drives all...",90000.0,http://www.indeed.com/rc/clk?jk=b1ef41ff4a8b25b9&fccid=82c5e27e77990fa2,"Westminster, CO",5 days ago,,,Information Systems Security Officer Associate (659697) - Security Clearance Required
2405,"FutureNet Group, Inc",The Analytic Data Scientist creates solutions for the business by recommending ways to bring data to life to solve business problems....,90000.0,http://www.indeed.com/rc/clk?jk=9d56a12a29c9a462&fccid=7c7670fc357e0984,"Detroit, MI 48223 (Brightmoor area)",6 days ago,,,236372 Data Scientists Modeling
2406,Proofpoint,"An inquisitive mind with he ability to discover what the data is saying, using the various tools available to the data scientist....",90000.0,http://www.indeed.com/rc/clk?jk=88441dea622e8a17&fccid=69c7d55b78dc7424,"Sunnyvale, CA 94089",6 days ago,,,Data Scientist
2407,Goodway Group,The Data Scientist position is focused as much on data engineering (general data wrangling and cleansing) as statistical data science work....,90000.0,http://www.indeed.com/rc/clk?jk=3910d2146bc680c1&fccid=920e697cdf154a3c,United States,6 days ago,,,Data Scientist - Virtual
2408,ron@technogeninc.com,"Incorporates techniques to find and interpret rich data sources, manage large amounts of data (Big Data problems), create visualizations to aid in understanding...",90000.0,http://www.indeed.com/cmp/Glomark/jobs/Data-Analytic-52f5c9345a2e1d3b?r=1&fccid=f28693180c0e29e8,"San Diego, CA",6 days ago,,,Data Analytics / Scientist
2409,SAP,For the Data Scientist position we are considering experienced candidates with high analytical problem-solving skills....,90000.0,http://www.indeed.com/rc/clk?jk=34c152c6de5f695d&fccid=156c7820d1988640,"Newtown Square, PA",6 days ago,,,Data Scientist - SAP Custom Development Job
2410,Parsons Corporation,Perform basic signal processing on raw data. Implement state-of-the-art machine learning algorithms for the analysis of human physiological data....,90000.0,http://www.indeed.com/rc/clk?jk=491f8db247de1a61&fccid=e8f998ddd15bac9c,"Aberdeen, MD",6 days ago,,,Machine Learning Engineer
2411,Parsons Corporation,"Computational Research Scientist. Are you an experienced Computer Research Scientist in the cleared space? If so, we are seeking a Computer Research Scientist...",90000.0,http://www.indeed.com/rc/clk?jk=18b8e85c393d9aa2&fccid=e8f998ddd15bac9c,"Aberdeen, MD",6 days ago,,,Computational Research Scientist
2412,The Centrics Group,"2+ years’ experience with data analytics, data structures, algorithms. Experience with large data sets or Big Data (MapReduce, Hadoop, Aster, Hive, etc)....",90000.0,http://www.indeed.com/rc/clk?jk=c12bd05d7c5e5216&fccid=906c85ac99c8e34e,"Duluth, GA",6 days ago,90000.0,102000.0,Data Scientist
2413,Axius Technologies,""" Experience communicating insights from complex data to non-technical audiences. "" Proficiency in data visualization tools both commercial and open source....",90000.0,http://www.indeed.com/rc/clk?jk=efee1987084eb21b&fccid=e5ea8513745bad23,"Plano, TX",6 days ago,,,Data Scientist
2414,Bloomberg,Our Machine Learning team is looking for an experienced data scientist to join and contribute to building innovative legal research products using Natural...,90000.0,http://www.indeed.com/rc/clk?jk=af67d9f210b8c38d&fccid=f770da67b3b51c62,"New York, NY",6 days ago,,,Senior Data Scientist - Verticals
2415,Morpho Detection,"Experience with 3D data sets and 3D image processing. As a Computational Scientist in the Machine Vision group, you will help our team write, optimize and...",90000.0,http://www.indeed.com/rc/clk?jk=aed883c28a3fb71a&fccid=d78ee266e189e573,"Newark, CA 94560",6 days ago,,,Sr. Computational Scientist
2416,"Physio-Control, Inc.","Work with them—whether it’s flexible energy dosing, integrated data management solutions that help them capture patient data, mechanical CPR or service—we make...",90000.0,http://www.indeed.com/rc/clk?jk=01b59e0246faed1c&fccid=239d7a6be000925c,"Redmond, WA",6 days ago,,,Senior Manufacturing Quality Assurance Engineer
2417,HIRECLOUT,Early Stage startup seeks Machine Learning/Neural Networks candidates for research heavy software team developing post processing technology for computational,90000.0,http://www.indeed.com/rc/clk?jk=c22bc6108cf052e1&fccid=ddae355770caf5ef,"Oakland, CA",6 days ago,,,Machine Learning Engineer
